Station_ID,Year, Month, MSL
8724580-Key West,1967,11,1.655
8724580-Key West,1967,12,1.622
8724580-Key West,1968,1,1.545
8724580-Key West,1968,2,1.548
8724580-Key West,1968,3,1.524
8724580-Key West,1968,4,1.548
8724580-Key West,1968,5,1.509
8724580-Key West,1968,6,1.497
8724580-Key West,1968,7,1.558
8724580-Key West,1968,8,1.591
8724580-Key West,1968,9,1.652
8724580-Key West,1968,10,1.661
8724580-Key West,1968,11,1.582
8724580-Key West,1968,12,1.53
8724580-Key West,1969,1,1.558
8724580-Key West,1969,2,1.521
8724580-Key West,1969,3,1.515
8724580-Key West,1969,4,1.518
8724580-Key West,1969,5,1.524
8724580-Key West,1969,6,1.554
8724580-Key West,1969,7,1.573
8724580-Key West,1969,8,1.649
8724580-Key West,1969,9,1.64
8724580-Key West,1969,10,1.722
8724580-Key West,1969,11,1.67
8724580-Key West,1969,12,1.615
8724580-Key West,1970,1,1.494
8724580-Key West,1970,2,1.46
8724580-Key West,1970,3,1.506
8724580-Key West,1970,4,1.503
8724580-Key West,1970,5,1.573
8724580-Key West,1970,6,1.582
8724580-Key West,1970,7,1.545
8724580-Key West,1970,8,1.71
8724580-Key West,1970,9,1.686
8724580-Key West,1970,10,1.747
8724580-Key West,1970,11,1.67
8724580-Key West,1970,12,1.585
8724580-Key West,1971,1,1.509
8724580-Key West,1971,2,1.567
8724580-Key West,1971,3,1.536
8724580-Key West,1971,4,1.503
8724580-Key West,1971,5,1.487
8724580-Key West,1971,6,1.521
8724580-Key West,1971,7,1.594
8724580-Key West,1971,8,1.6
8724580-Key West,1971,9,1.64
8724580-Key West,1971,10,1.747
8724580-Key West,1971,11,1.786
8724580-Key West,1971,12,1.652
8724580-Key West,1972,1,1.634
8724580-Key West,1972,2,1.57
8724580-Key West,1972,3,1.57
8724580-Key West,1972,4,1.564
8724580-Key West,1972,5,1.649
8724580-Key West,1972,6,1.643
8724580-Key West,1972,7,1.591
8724580-Key West,1972,8,1.603
8724580-Key West,1972,9,1.716
8724580-Key West,1972,10,1.731
8724580-Key West,1972,11,1.676
8724580-Key West,1972,12,1.612
8724580-Key West,1973,1,1.667
8724580-Key West,1973,2,1.643
8724580-Key West,1973,3,1.676
8724580-Key West,1973,4,1.658
8724580-Key West,1973,5,1.597
8724580-Key West,1973,6,1.554
8724580-Key West,1973,7,1.625
8724580-Key West,1973,8,1.716
8724580-Key West,1973,9,1.725
8724580-Key West,1973,10,1.829
8724580-Key West,1973,11,1.722
8724580-Key West,1973,12,1.618
8724580-Key West,1974,1,1.551
8724580-Key West,1974,2,1.564
8724580-Key West,1974,3,1.548
8724580-Key West,1974,4,1.57
8724580-Key West,1974,5,1.606
8724580-Key West,1974,6,1.655
8724580-Key West,1974,7,1.625
8724580-Key West,1974,8,1.643
8724580-Key West,1974,9,1.756
8724580-Key West,1974,10,1.841
8724580-Key West,1974,11,1.686
8724580-Key West,1974,12,1.561
8724580-Key West,1975,1,1.515
8724580-Key West,1975,2,1.606
8724580-Key West,1975,3,1.597
8724580-Key West,1975,4,1.609
8724580-Key West,1975,5,1.655
8724580-Key West,1975,6,1.655
8724580-Key West,1975,7,1.695
8724580-Key West,1975,8,1.689
8724580-Key West,1975,9,1.71
8724580-Key West,1975,10,1.676
8724580-Key West,1975,11,1.701
8724580-Key West,1975,12,1.664
8724580-Key West,1976,1,1.494
8724580-Key West,1976,2,1.457
8724580-Key West,1976,3,1.515
8724580-Key West,1976,4,1.536
8724580-Key West,1976,5,1.561
8724580-Key West,1976,6,1.625
8724580-Key West,1976,7,1.576
8724580-Key West,1976,8,1.615
8724580-Key West,1976,9,1.667
8724580-Key West,1976,10,1.698
8724580-Key West,1976,11,1.637
8724580-Key West,1976,12,1.634
8724580-Key West,1977,1,1.518
8724580-Key West,1977,2,1.442
8724580-Key West,1977,3,1.518
8724580-Key West,1977,4,1.542
8724580-Key West,1977,5,1.649
8724580-Key West,1977,6,1.606
8724580-Key West,1977,7,1.603
8724580-Key West,1977,8,1.661
8724580-Key West,1977,9,1.737
8724580-Key West,1977,10,1.673
8724580-Key West,1977,11,1.707
8724580-Key West,1977,12,1.618
8724580-Key West,1978,1,1.518
8724580-Key West,1978,2,1.561
8724580-Key West,1978,3,1.561
8724580-Key West,1978,4,1.545
8724580-Key West,1978,5,1.594
8724580-Key West,1978,6,1.643
8724580-Key West,1978,7,1.628
8724580-Key West,1978,8,1.64
8724580-Key West,1978,9,1.716
8724580-Key West,1978,10,1.814
8724580-Key West,1978,11,1.722
8724580-Key West,1978,12,1.618
8724580-Key West,1979,1,1.609
8724580-Key West,1979,2,1.509
8724580-Key West,1979,3,1.567
8724580-Key West,1979,4,1.558
8724580-Key West,1979,5,1.564
8724580-Key West,1979,6,1.646
8724580-Key West,1979,7,1.615
8724580-Key West,1979,8,1.649
8724580-Key West,1979,9,1.753
8724580-Key West,1979,10,1.728
8724580-Key West,1979,11,1.664
8724580-Key West,1979,12,1.64
8724580-Key West,1980,1,1.622
8724580-Key West,1980,2,1.597
8724580-Key West,1980,3,1.53
8724580-Key West,1980,4,1.6
8724580-Key West,1980,5,1.655
8724580-Key West,1980,6,1.658
8724580-Key West,1980,7,1.637
8724580-Key West,1980,8,1.652
8724580-Key West,1980,9,1.713
8724580-Key West,1980,10,1.686
8724580-Key West,1980,11,1.722
8724580-Key West,1980,12,1.579
8724580-Key West,1981,1,1.554
8724580-Key West,1981,2,1.554
8724580-Key West,1981,3,1.57
8724580-Key West,1981,4,1.594
8724580-Key West,1981,5,1.628
8724580-Key West,1981,6,1.582
8724580-Key West,1981,7,1.664
8724580-Key West,1981,8,1.664
8724580-Key West,1981,9,1.665
8724580-Key West,1981,10,1.716
8724580-Key West,1981,11,1.753
8724580-Key West,1981,12,1.585
8724580-Key West,1982,1,1.518
8724580-Key West,1982,2,1.524
8724580-Key West,1982,3,1.591
8724580-Key West,1982,4,1.594
8724580-Key West,1982,5,1.612
8724580-Key West,1982,6,1.625
8724580-Key West,1982,7,1.612
8724580-Key West,1982,8,1.625
8724580-Key West,1982,9,1.737
8724580-Key West,1982,10,1.792
8724580-Key West,1982,11,1.762
8724580-Key West,1982,12,1.673
8724580-Key West,1983,1,1.652
8724580-Key West,1983,2,1.631
8724580-Key West,1983,3,1.64
8724580-Key West,1983,4,1.567
8724580-Key West,1983,5,1.558
8724580-Key West,1983,6,1.597
8724580-Key West,1983,7,1.637
8724580-Key West,1983,8,1.634
8724580-Key West,1983,9,1.682
8724580-Key West,1983,10,1.768
8724580-Key West,1983,11,1.721
8724580-Key West,1983,12,1.585
8724580-Key West,1984,1,1.643
8724580-Key West,1984,2,1.576
8724580-Key West,1984,3,1.603
8724580-Key West,1984,4,1.582
8724580-Key West,1984,5,1.551
8724580-Key West,1984,6,1.573
8724580-Key West,1984,7,1.536
8724580-Key West,1984,8,1.628
8724580-Key West,1984,9,1.771
8724580-Key West,1984,10,1.801
8724580-Key West,1984,11,1.768
8724580-Key West,1984,12,1.667
8724580-Key West,1985,1,1.631
8724580-Key West,1985,2,1.558
8724580-Key West,1985,3,1.57
8724580-Key West,1985,4,1.53
8724580-Key West,1985,5,1.634
8724580-Key West,1985,6,1.634
8724580-Key West,1985,7,1.606
8724580-Key West,1985,8,1.707
8724580-Key West,1985,9,1.713
8724580-Key West,1985,10,1.814
8724580-Key West,1985,11,1.713
8724580-Key West,1985,12,1.625
8724580-Key West,1986,1,1.588
8724580-Key West,1986,2,1.606
8724580-Key West,1986,3,1.554
8724580-Key West,1986,4,1.673
8724580-Key West,1986,5,1.747
8724580-Key West,1986,6,1.698
8724580-Key West,1986,7,1.628
8724580-Key West,1986,8,1.649
8724580-Key West,1986,9,1.786
8724580-Key West,1986,10,1.823
8724580-Key West,1986,11,1.722
8724580-Key West,1986,12,1.686
8724580-Key West,1987,1,1.643
8724580-Key West,1987,2,1.594
8724580-Key West,1987,3,1.689
8724580-Key West,1987,4,1.588
8724580-Key West,1987,5,1.637
8724580-Key West,1987,6,1.585
8724580-Key West,1987,7,1.628
8724580-Key West,1987,8,1.643
8724580-Key West,1987,9,1.649
8724580-Key West,1987,10,1.737
8724580-Key West,1987,11,1.78
8724580-Key West,1987,12,1.679
8724580-Key West,1988,1,1.615
8724580-Key West,1988,2,1.618
8724580-Key West,1988,3,1.539
8724580-Key West,1988,4,1.585
8724580-Key West,1988,5,1.573
8724580-Key West,1988,6,1.643
8724580-Key West,1988,7,1.615
8724580-Key West,1988,8,1.609
8724580-Key West,1988,9,1.728
8724580-Key West,1988,10,1.774
8724580-Key West,1988,11,1.713
8724580-Key West,1988,12,1.615
8724580-Key West,1989,1,1.551
8724580-Key West,1989,2,1.615
8724580-Key West,1989,3,1.603
8724580-Key West,1989,4,1.548
8724580-Key West,1989,5,1.588
8724580-Key West,1989,6,1.609
8724580-Key West,1989,7,1.655
8724580-Key West,1989,8,1.698
8724580-Key West,1989,9,1.737
8724580-Key West,1989,10,1.728
8724580-Key West,1989,11,1.628
8724580-Key West,1989,12,1.469
8724580-Key West,1990,1,1.503
8724580-Key West,1990,2,1.487
8724580-Key West,1990,3,1.625
8724580-Key West,1990,4,1.637
8724580-Key West,1990,5,1.649
8724580-Key West,1990,6,1.585
8724580-Key West,1990,7,1.625
8724580-Key West,1990,8,1.704
8724580-Key West,1990,9,1.707
8724580-Key West,1990,10,1.762
8724580-Key West,1990,11,1.75
8724580-Key West,1990,12,1.594
8724580-Key West,1991,1,1.661
8724580-Key West,1991,2,1.591
8724580-Key West,1991,3,1.615
8724580-Key West,1991,4,1.634
8724580-Key West,1991,5,1.643
8724580-Key West,1991,6,1.722
8724580-Key West,1991,7,1.695
8724580-Key West,1991,8,1.716
8724580-Key West,1991,9,1.826
8724580-Key West,1991,10,1.859
8724580-Key West,1991,11,1.807
8724580-Key West,1991,12,1.625
8724580-Key West,1992,1,1.637
8724580-Key West,1992,2,1.588
8724580-Key West,1992,3,1.582
8724580-Key West,1992,4,1.634
8724580-Key West,1992,5,1.646
8724580-Key West,1992,6,1.704
8724580-Key West,1992,7,1.676
8724580-Key West,1992,8,1.686
8724580-Key West,1992,9,1.774
8724580-Key West,1992,10,1.871
8724580-Key West,1992,11,1.75
8724580-Key West,1992,12,1.652
8724580-Key West,1993,1,1.676
8724580-Key West,1993,2,1.673
8724580-Key West,1993,3,1.545
8724580-Key West,1993,4,1.603
8724580-Key West,1993,5,1.64
8724580-Key West,1993,6,1.634
8724580-Key West,1993,7,1.646
8724580-Key West,1993,8,1.667
8724580-Key West,1993,9,1.734
8724580-Key West,1993,10,1.798
8724580-Key West,1993,11,1.771
8724580-Key West,1993,12,1.722
8724580-Key West,1994,1,1.57
8724580-Key West,1994,2,1.612
8724580-Key West,1994,3,1.579
8724580-Key West,1994,4,1.599
8724580-Key West,1994,5,1.65
8724580-Key West,1994,6,1.652
8724580-Key West,1994,7,1.629
8724580-Key West,1994,8,1.692
8724580-Key West,1994,9,1.778
8724580-Key West,1994,10,1.808
8724580-Key West,1994,11,1.802
8724580-Key West,1994,12,1.751
8724580-Key West,1995,1,1.596
8724580-Key West,1995,2,1.501
8724580-Key West,1995,3,1.669
8724580-Key West,1995,4,1.694
8724580-Key West,1995,5,1.692
8724580-Key West,1995,6,1.636
8724580-Key West,1995,7,1.692
8724580-Key West,1995,8,1.754
8724580-Key West,1995,9,1.867
8724580-Key West,1995,10,1.876
8724580-Key West,1995,11,1.742
8724580-Key West,1995,12,1.693
8724580-Key West,1996,1,1.612
8724580-Key West,1996,2,1.515
8724580-Key West,1996,3,1.532
8724580-Key West,1996,4,1.612
8724580-Key West,1996,5,1.607
8724580-Key West,1996,6,1.557
8724580-Key West,1996,7,1.597
8724580-Key West,1996,8,1.618
8724580-Key West,1996,9,1.645
8724580-Key West,1996,10,1.76
8724580-Key West,1996,11,1.762
8724580-Key West,1996,12,1.635
8724580-Key West,1997,1,1.61
8724580-Key West,1997,2,1.611
8724580-Key West,1997,3,1.626
8724580-Key West,1997,4,1.681
8724580-Key West,1997,5,1.651
8724580-Key West,1997,6,1.674
8724580-Key West,1997,7,1.656
8724580-Key West,1997,8,1.704
8724580-Key West,1997,9,1.755
8724580-Key West,1997,10,1.759
8724580-Key West,1997,11,1.672
8724580-Key West,1997,12,1.563
8724580-Key West,1998,1,1.579
8724580-Key West,1998,2,1.621
8724580-Key West,1998,3,1.615
8724580-Key West,1998,4,1.608
8724580-Key West,1998,5,1.641
8724580-Key West,1998,6,1.631
8724580-Key West,1998,7,1.667
8724580-Key West,1998,8,1.71
8724580-Key West,1998,9,1.782
8724580-Key West,1998,10,1.74
8724580-Key West,1998,11,1.667
8724580-Key West,1998,12,1.645
8724580-Key West,1999,1,1.654
8724580-Key West,1999,2,1.695
8724580-Key West,1999,3,1.602
8724580-Key West,1999,4,1.661
8724580-Key West,1999,5,1.657
8724580-Key West,1999,6,1.659
8724580-Key West,1999,7,1.69
8724580-Key West,1999,8,1.733
8724580-Key West,1999,9,1.872
8724580-Key West,1999,10,1.848
8724580-Key West,1999,11,1.802
8724580-Key West,1999,12,1.677
8724580-Key West,2000,1,1.624
8724580-Key West,2000,2,1.603
8724580-Key West,2000,3,1.598
8724580-Key West,2000,4,1.627
8724580-Key West,2000,5,1.621
8724580-Key West,2000,6,1.704
8724580-Key West,2000,7,1.753
8724580-Key West,2000,8,1.751
8724580-Key West,2000,9,1.79
8724580-Key West,2000,10,1.846
8724580-Key West,2000,11,1.716
8724580-Key West,2000,12,1.662
8724580-Key West,2001,1,1.539
8724580-Key West,2001,2,1.515
8724580-Key West,2001,3,1.549
8724580-Key West,2001,4,1.558
8724580-Key West,2001,5,1.681
8724580-Key West,2001,6,1.557
8724580-Key West,2001,7,1.648
8724580-Key West,2001,8,1.705
8724580-Key West,2001,9,1.736
8724580-Key West,2001,10,1.833
8724580-Key West,2001,11,1.806
8724580-Key West,2001,12,1.693
8724580-Key West,2002,1,1.567
8724580-Key West,2002,2,1.622
8724580-Key West,2002,3,1.594
8724580-Key West,2002,4,1.652
8724580-Key West,2002,5,1.667
8724580-Key West,2002,6,1.729
8724580-Key West,2002,7,1.668
8724580-Key West,2002,8,1.756
8724580-Key West,2002,9,1.806
8724580-Key West,2002,10,1.833
8724580-Key West,2002,11,1.719
8724580-Key West,2002,12,1.626
8724580-Key West,2003,1,1.546
8724580-Key West,2003,2,1.502
8724580-Key West,2003,3,1.59
8724580-Key West,2003,4,1.665
8724580-Key West,2003,5,1.636
8724580-Key West,2003,6,1.629
8724580-Key West,2003,7,1.653
8724580-Key West,2003,8,1.712
8724580-Key West,2003,9,1.798
8724580-Key West,2003,10,1.778
8724580-Key West,2003,11,1.771
8724580-Key West,2003,12,1.671
8724580-Key West,2004,1,1.641
8724580-Key West,2004,2,1.626
8724580-Key West,2004,3,1.651
8724580-Key West,2004,4,1.608
8724580-Key West,2004,5,1.622
8724580-Key West,2004,6,1.642
8724580-Key West,2004,7,1.612
8724580-Key West,2004,8,1.672
8724580-Key West,2004,9,1.771
8724580-Key West,2004,10,1.803
8724580-Key West,2004,11,1.774
8724580-Key West,2004,12,1.61
8724580-Key West,2005,1,1.659
8724580-Key West,2005,2,1.681
8724580-Key West,2005,3,1.599
8724580-Key West,2005,4,1.655
8724580-Key West,2005,5,1.683
8724580-Key West,2005,6,1.704
8724580-Key West,2005,7,1.708
8724580-Key West,2005,8,1.723
8724580-Key West,2005,9,1.817
8724580-Key West,2005,10,1.838
8724580-Key West,2005,11,1.7
8724580-Key West,2005,12,1.59
8724580-Key West,2006,1,1.577
8724580-Key West,2006,2,1.539
8724580-Key West,2006,3,1.615
8724580-Key West,2006,4,1.676
8724580-Key West,2006,5,1.715
8724580-Key West,2006,6,1.65
8724580-Key West,2006,7,1.62
8724580-Key West,2006,8,1.724
8724580-Key West,2006,9,1.764
8724580-Key West,2006,10,1.833
8724580-Key West,2006,11,1.746
8724580-Key West,2006,12,1.681
8724580-Key West,2007,1,1.652
8724580-Key West,2007,2,1.574
8724580-Key West,2007,3,1.63
8724580-Key West,2007,4,1.639
8724580-Key West,2007,5,1.802
8724580-Key West,2007,6,1.728
8724580-Key West,2007,7,1.702
8724580-Key West,2007,8,1.724
8724580-Key West,2007,9,1.811
8724580-Key West,2007,10,1.869
8724580-Key West,2007,11,1.777
8724580-Key West,2007,12,1.623
8724580-Key West,2008,1,1.652
8724580-Key West,2008,2,1.563
8724580-Key West,2008,3,1.546
8724580-Key West,2008,4,1.694
8724580-Key West,2008,5,1.682
8724580-Key West,2008,6,1.657
8724580-Key West,2008,7,1.767
8724580-Key West,2008,8,1.797
8724580-Key West,2008,9,1.952
8724580-Key West,2008,10,1.874
8724580-Key West,2008,11,1.772
8724580-Key West,2008,12,1.618
8724580-Key West,2009,1,1.51
8724580-Key West,2009,2,1.516
8724580-Key West,2009,3,1.641
8724580-Key West,2009,4,1.624
8724580-Key West,2009,5,1.678
8724580-Key West,2009,6,1.702
8724580-Key West,2009,7,1.652
8724580-Key West,2009,8,1.776
8724580-Key West,2009,9,1.913
8724580-Key West,2009,10,1.86
8724580-Key West,2009,11,1.849
8724580-Key West,2009,12,1.757
8724580-Key West,2010,1,1.648
8724580-Key West,2010,2,1.647
8724580-Key West,2010,3,1.578
8724580-Key West,2010,4,1.624
8724580-Key West,2010,5,1.646
8724580-Key West,2010,6,1.707
8724580-Key West,2010,7,1.706
8724580-Key West,2010,8,1.758
8724580-Key West,2010,9,1.881
8724580-Key West,2010,10,1.808
8724580-Key West,2010,11,1.763
8724580-Key West,2010,12,1.649
8724580-Key West,2011,1,1.568
8724580-Key West,2011,2,1.522
8724580-Key West,2011,3,1.57
8724580-Key West,2011,4,1.61
8724580-Key West,2011,5,1.649
8724580-Key West,2011,6,1.723
8724580-Key West,2011,7,1.731
8724580-Key West,2011,8,1.793
8724580-Key West,2011,9,1.816
8724580-Key West,2011,10,1.83
8724580-Key West,2011,11,1.811
8724580-Key West,2011,12,1.721
8724580-Key West,2012,1,1.621
8724580-Key West,2012,2,1.688
8724580-Key West,2012,3,1.697
8724580-Key West,2012,4,1.702
8724580-Key West,2012,5,1.737
8724580-Key West,2012,6,1.776
8724580-Key West,2012,7,1.731
8724580-Key West,2012,8,1.755
8724580-Key West,2012,9,1.72
8724580-Key West,2012,10,1.809
8724580-Key West,2012,11,1.883
8724580-Key West,2012,12,1.769
8724580-Key West,2013,1,1.699
8724580-Key West,2013,2,1.679
8724580-Key West,2013,3,1.695
8724580-Key West,2013,4,1.671
8724580-Key West,2013,5,1.717
8724580-Key West,2013,6,1.699
8724580-Key West,2013,7,1.756
8724580-Key West,2013,8,1.769
8724580-Key West,2013,9,1.838
8724580-Key West,2013,10,1.881
8724580-Key West,2013,11,1.851
8724580-Key West,2013,12,1.755
8724580-Key West,2014,1,1.706
8724580-Key West,2014,2,1.713
8724580-Key West,2014,3,1.672
8724580-Key West,2014,4,1.688
8724580-Key West,2014,5,1.757
8724580-Key West,2014,6,1.696
8724580-Key West,2014,7,1.737
8724580-Key West,2014,8,1.817
8724580-Key West,2014,9,1.849
8724580-Key West,2014,10,1.869
8724580-Key West,2014,11,1.845
8724580-Key West,2015,2,1.719
8724580-Key West,2015,3,1.654
8724580-Key West,2015,4,1.71
8724580-Key West,2015,5,1.751
8724580-Key West,2015,6,1.705
8724580-Key West,2015,7,1.736
8724580-Key West,2015,8,1.825
8724580-Key West,2015,9,1.884
8724580-Key West,2015,10,1.996
8724580-Key West,2015,11,1.865
8724580-Key West,2015,12,1.822
8724580-Key West,2016,1,1.79
8724580-Key West,2016,2,1.745
8724580-Key West,2016,3,1.704
8724580-Key West,2016,4,1.758
8724580-Key West,2016,5,1.753
8724580-Key West,2016,6,1.698
8724580-Key West,2016,7,1.707
8724580-Key West,2016,8,1.778
8724580-Key West,2016,9,1.79
8724580-Key West,2016,10,1.938
8724580-Key West,2016,11,1.892
8724580-Key West,2016,12,1.751
8724580-Key West,2017,1,1.721
8724580-Key West,2017,2,1.652
8724580-Key West,2017,3,1.685
8724580-Key West,2017,4,1.774
8724580-Key West,2017,5,1.72
8724580-Key West,2017,6,1.762
8724580-Key West,2017,7,1.777
8724580-Key West,2017,8,1.749
8724580-Key West,2017,9,1.884
8724580-Key West,2017,10,1.933
8724580-Key West,2017,11,1.839
8724580-Key West,2017,12,1.753
8724580-Key West,2018,1,1.678
8724580-Key West,2018,2,1.622
8724580-Key West,2018,3,1.753
8724580-Key West,2018,4,1.698
8724580-Key West,2018,5,1.648
8724580-Key West,2018,6,1.677
8724580-Key West,2018,7,1.73
8724580-Key West,2018,8,1.752
8724580-Key West,2018,9,1.814
8724580-Key West,2018,10,1.821
8724580-Key West,2018,11,1.792
8724580-Key West,2018,12,1.772
8724580-Key West,2019,1,1.705
8724580-Key West,2019,2,1.713
8724580-Key West,2019,3,1.785
8724580-Key West,2019,4,1.741
8724580-Key West,2019,5,1.73
8724580-Key West,2019,6,1.788
8724580-Key West,2019,7,1.813
8724580-Key West,2019,8,1.833
8724580-Key West,2019,9,1.936
8724580-Key West,2019,10,2.027
8724580-Key West,2019,11,1.941
8724580-Key West,2019,12,1.793
8724580-Key West,2020,1,1.732
8724580-Key West,2020,2,1.685
8724580-Key West,2020,3,1.688
8724580-Key West,2020,4,1.755
8724580-Key West,2020,5,1.764
8724580-Key West,2020,6,1.808
8724580-Key West,2020,7,1.79
8724580-Key West,2020,8,1.846
8724580-Key West,2020,9,1.957
8724580-Key West,2020,10,1.985
8724580-Key West,2020,11,1.926
8724580-Key West,2020,12,1.74
8724580-Key West,2021,1,1.686
8724580-Key West,2021,2,1.698
8724580-Key West,2021,3,1.737
8724580-Key West,2021,4,1.759
8724580-Key West,2021,5,1.736
8724580-Key West,2021,6,1.713
8724580-Key West,2021,7,1.748
8724580-Key West,2021,8,1.845
8724580-Key West,2021,9,1.852
8724580-Key West,2021,10,1.881
8724580-Key West,2021,11,1.897
8724580-Key West,2021,12,1.808
8724580-Key West,2022,1,1.791
8724580-Key West,2022,2,1.767
